ITEM: TIMESTEP
1
ITEM: NUMBER OF ATOMS
1372
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
ITEM: ATOMS id vx vy vz 
1367 0.753891 -0.594957 1.56227 
1368 -0.968751 -0.671074 0.865489 
1369 0.518794 0.739045 0.11479 
1370 2.09363 0.945629 0.911351 
1371 1.09667 0.612848 0.33455 
1372 0.622869 -0.895001 0.376067 
ITEM: TIMESTEP
3
ITEM: NUMBER OF ATOMS
1372
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
ITEM: ATOMS id vx vy vz 
1 1.28079 0.190667 -1.81927 
2 -0.795844 0.918557 0.468125 
3 -1.45552 0.246286 -2.48491 
4 -2.04195 0.513237 -2.15567 
5 0.404884 1.93016 1.32734 
6 -0.0152336 -0.930333 -0.0200571 
7 -0.19819 -0.894745 1.32956 
8 -0.65729 0.336946 -0.61799 
9 0.141831 0.510762 0.422289 
10 1.64793 1.46315 -1.71437 
11 -0.537172 0.704268 -0.324877 
12 0.665641 -1.83957 0.500087 
13 -0.62425 -1.30098 -0.130999 
14 -0.867388 0.21058 -1.04354 
15 -0.775943 -0.987944 0.645574 
16 1.06769 -0.721861 -0.264446 
17 1.37648 0.227596 -0.654092 
18 -1.23845 0.237969 -0.681805 
19 -1.9429 2.67926 0.597996 
20 1.28653 0.500467 -1.44481 
21 0.165923 0.579248 0.594368 
22 1.7307 1.61267 0.936791 
23 -0.906061 0.30308 -2.2419 
24 -1.60066 0.592505 1.04143 
25 0.993115 -0.633589 0.0861989 
26 -1.81261 -0.968773 0.37272 
27 -0.55822 2.10875 0.881153 
28 2.3433 -3.40071 -0.809617 
29 0.736183 -0.803532 -0.389159 
30 -0.117311 0.376836 1.42033 
31 0.516569 1.43339 1.1703 
32 0.0624718 -0.500795 1.25323 
33 0.988684 0.959016 -1.22472 
34 -0.144696 0.351341 -0.0843926 
35 -0.201258 -0.979593 0.953353 
36 -0.562246 -0.636506 -3.01288 
37 0.300181 -0.279764 0.282834 
38 -1.58078 -0.999836 -1.33276 
39 -0.724204 0.245574 0.709099 
40 -1.7361 -0.534693 0.411456 
41 0.708861 0.709235 1.9415 
42 -0.569547 0.734889 0.665614 
43 0.848539 1.03297 0.746561 
44 -1.80247 -2.18136 0.487146 
45 -0.769008 -0.918225 0.669942 
46 1.59142 1.84081 0.562909 
47 0.697509 -0.270506 -2.46021 
48 -0.479086 -0.642633 0.723162 
49 1.91545 0.564163 1.6733 
50 1.14193 1.29998 -0.0329926 
51 -1.72773 -0.154184 0.257473 
52 1.53465 0.287124 -0.115492 
53 -1.90786 1.80082 -1.59007 
54 -1.13916 2.59186 0.3008 
55 1.09413 0.162909 1.69369 
56 1.09008 1.64539 -0.640062 
57 -0.223114 -0.2326 -1.00883 
58 -0.146716 0.0590121 -1.81935 
59 0.571364 0.388045 -0.175122 
60 -0.634782 0.490596 0.670645 
61 -0.642049 1.15392 -1.95407 
62 -1.05549 0.166394 -1.78483 
63 0.797238 -1.20158 -0.716478 
64 -0.255609 1.24028 -1.54638 
65 1.03054 1.57709 -1.90455 
66 -0.303772 -1.98318 0.293728 
67 1.71555 -0.427197 -0.435261 
68 0.309994 -0.873419 0.668711 
69 -0.420155 -0.381086 -0.752675 
70 -0.449846 0.149525 0.617364 
71 -0.976919 -1.12858 0.944156 
72 -1.8379 -0.133125 -1.48827 
73 1.29096 0.2099 -0.174858 
74 1.15897 0.0562331 -0.382449 
75 -0.878572 1.91797 0.763844 
76 -1.78923 0.462649 -0.241219 
77 -0.573167 -0.545526 -0.653005 
78 0.180754 -0.686322 -1.88743 
79 1.60598 1.2841 0.644222 
80 0.24134 0.0537481 -0.164946 
81 -2.3453 -0.762473 -1.0392 
82 2.04478 0.517203 -0.899191 
83 -0.587816 -1.27907 -0.953981 
84 -0.44602 -0.424276 -0.27294 
85 1.12693 -1.40954 -0.348253 
86 0.133868 -1.43444 1.37751 
87 -0.432346 1.23347 -0.667028 
88 1.0513 0.849787 -0.0351678 
89 -0.615157 0.506599 -0.824242 
90 1.03093 0.261194 0.253598 
91 -0.713815 -1.52149 -0.320226 
92 1.12209 0.788778 1.31303 
93 -1.02481 -0.590993 1.82137 
94 -0.167875 -0.199389 -0.0265757 
95 -0.0308752 1.41767 -2.09939 
96 -0.483664 -0.210397 0.841962 
97 -0.0820857 0.275258 -0.932545 
98 -0.708007 0.192841 -1.35027 
99 -1.27394 1.79072 0.288058 
100 0.519683 0.126587 2.70617 
101 0.1325 1.1674 0.171981 
102 -0.0867937 -0.268118 -1.37714 
103 -0.300234 0.0912097 -0.439692 
104 0.328472 -1.1763 -0.478655 
105 0.7729 1.77401 0.709352 
106 -1.30012 -0.558099 -0.455301 
107 -0.715911 1.1756 1.1736 
108 -1.09331 0.0658231 -0.43751 
109 -0.159876 0.233258 -1.04908 
110 -0.00357959 1.21767 2.92454 
111 -0.257183 1.10724 0.442189 
112 1.36858 1.2465 -0.0117539 
113 -1.53386 0.464924 1.49847 
114 -0.870523 1.66539 -0.493357 
115 -0.313702 0.333474 2.32864 
116 0.85357 -0.30872 0.553976 
117 -0.497189 1.36678 0.377475 
118 -0.511635 -1.52199 -1.45784 
119 1.33344 0.203577 0.195028 
120 -1.00701 -1.13935 -0.796704 
121 0.784244 -0.0876657 0.968125 
122 -1.9984 1.41342 1.08948 
123 -0.0345914 -1.01517 0.532561 
124 -0.0008922 0.79677 0.147355 
125 1.50446 -0.587591 -0.827443 
126 -0.750689 -2.5367 -0.333561 
127 0.261279 0.649598 -0.288185 
128 0.419189 0.411751 -0.562584 
129 0.462132 -0.694758 -0.941604 
130 0.868004 -0.349579 -0.504432 
131 -0.686227 0.0161586 0.488995 
132 1.25809 0.463115 -0.0931516 
133 0.0994595 -1.63415 2.24873 
134 -1.53264 0.269064 0.153931 
135 0.983263 -0.585638 -1.41541 
136 -0.830925 -1.04786 0.226468 
137 -0.934386 -1.12646 1.07329 
138 -0.00291865 -0.192569 -1.03002 
139 -0.368421 -0.169208 -0.404745 
140 0.852118 -0.558859 2.88767 
141 -0.390001 1.34921 0.918329 
142 -0.833962 -0.81934 -1.98306 
143 -0.0257021 -1.859 1.63597 
144 -0.957598 0.0733571 0.574253 
145 0.607577 -0.967581 1.4554 
146 -0.0524401 -0.640249 0.39509 
147 -1.49024 -0.348696 -0.900991 
148 0.755472 -0.226613 -0.444512 
149 0.519765 1.31987 -0.0436576 
150 -1.14789 -1.0259 -0.108592 
151 -0.617804 -0.190698 -0.698275 
152 -1.16103 0.29534 1.16937 
153 2.0659 -1.91319 0.261815 
154 -0.533179 -0.00290334 -0.838117 
155 -0.399151 -0.778749 1.07125 
156 -0.764868 0.310527 -2.16316 
157 -1.06106 -1.0187 -0.82712 
158 0.504959 1.14853 2.13089 
159 -0.41946 -2.39684 1.70723 
160 0.376782 -0.849011 0.3829 
161 2.03749 -1.48185 -0.280984 
162 -0.139662 -0.856518 0.305567 
163 -0.617916 -0.861957 -1.48852 
164 -1.59627 1.25988 0.793431 
165 1.72668 0.0345368 -0.474012 
166 1.91895 -1.75013 3.00561 
167 0.474839 -0.735134 -0.290768 
168 0.274074 2.27022 0.949477 
169 0.59106 -2.61954 -0.433096 
170 -0.00268938 -0.132561 0.710422 
171 0.231947 -1.22477 1.59562 
172 1.06469 1.28151 1.40482 
173 0.219099 0.130644 1.06999 
174 -1.01757 -1.71998 -0.181787 
175 0.483405 1.26385 0.645524 
176 -2.29462 0.734864 0.734818 
177 -0.878336 -0.291999 0.320881 
178 -1.74372 -0.653975 0.102594 
179 -1.51411 -1.73917 -0.0992427 
180 -0.78216 0.287273 -0.383316 
181 -2.10124 -0.213778 0.272813 
182 1.15978 0.366983 -2.04474 
183 -0.479137 0.649472 2.01657 
184 1.78624 -0.468624 1.78072 
185 1.05346 1.1432 0.756192 
186 0.706744 -1.95448 3.4477 
187 0.721146 -0.028021 -0.376484 
188 0.704878 1.44778 -0.960072 
189 -0.395322 0.424474 0.484142 
190 -0.220398 0.679786 -0.709362 
191 -1.08114 -0.481818 0.101248 
192 1.70515 0.836277 0.297922 
193 1.0263 2.09163 0.65146 
194 1.05783 -1.46941 0.568478 
195 1.87952 0.652009 1.15632 
196 -0.399257 -1.08604 0.873684 
197 0.724035 0.873873 -0.763442 
198 -0.0719583 -1.10324 1.1882 
199 1.31274 -0.52399 1.40155 
200 0.0903031 -0.479834 -0.335961 
201 -0.303496 -0.46818 1.62925 
202 1.08805 0.319135 0.748148 
203 -1.45065 -0.31467 0.0801029 
204 -0.00924757 -0.43935 0.272903 
205 0.558657 -0.701708 -1.91526 
206 1.03306 -2.60892 0.299661 
207 0.0696784 0.0766343 -0.0492888 
208 -1.04938 -0.0209724 -0.924367 
209 -1.40903 -1.06977 -0.0235651 
210 -0.017281 -1.34065 -0.685926 
211 -0.632872 0.589528 -0.0977237 
212 0.893245 -0.501415 0.115334 
213 0.942804 0.10826 -0.204602 
214 -0.224644 1.05125 1.45892 
215 1.80192 3.65679 0.282154 
216 -0.586937 0.711098 -1.64671 
217 -0.711872 0.673918 0.823166 
218 1.14106 0.743935 0.789893 
219 0.132727 -3.94329 0.706601 
220 -0.257071 -0.16558 0.237055 
221 0.3768 -1.97399 0.300798 
222 -1.01462 1.42691 1.59834 
223 -1.06544 0.0728396 1.71034 
224 1.7095 -0.754435 0.189969 
225 0.395482 -0.61548 0.525554 
226 -0.155376 -0.231154 -0.585035 
227 0.281724 -1.49615 -0.584448 
228 -0.249543 1.2025 1.89781 
229 0.82468 0.763795 0.624991 
230 2.13729 1.15934 -0.88347 
231 0.118352 0.284421 0.760011 
232 -1.00017 -0.334785 -1.27418 
233 1.00705 -1.44612 -1.31275 
234 -0.798756 0.434976 1.01127 
235 -0.0434894 1.14571 1.79071 
236 -1.07099 -1.44186 0.520666 
237 1.43678 -0.77013 -1.00718 
238 -0.453748 -0.0843422 -0.116361 
239 -1.42925 0.181918 -2.04297 
240 0.0159023 0.339043 3.90074 
241 1.09876 0.65121 0.354808 
242 0.314398 -0.165001 1.26248 
243 1.04029 1.01082 -1.24673 
244 1.7735 -1.81646 0.411955 
245 -0.494117 0.733932 -1.96133 
246 0.716641 -2.35223 -0.994556 
247 0.54821 -1.16861 -0.852028 
248 -1.78139 2.18192 -2.72863 
249 -2.76128 0.600137 -1.28495 
250 -0.735185 0.285267 -2.28721 
251 0.397458 -0.373601 -0.690214 
252 0.496461 0.748086 -1.74166 
253 0.649936 -1.40046 0.71212 
254 -1.14833 -0.682345 -0.383837 
255 -1.95241 0.466925 -0.912583 
256 -0.975475 -1.09864 0.0105585 
257 -0.112164 -0.692668 -1.44446 
258 -1.08584 -1.97199 -0.454955 
259 0.879236 -0.402935 2.63601 
260 -1.83821 1.80777 0.748981 
261 -0.756728 -0.234262 0.155654 
262 -1.07205 -1.09194 -0.842657 
263 0.0575235 -1.23862 -0.28803 
264 0.140564 1.3511 -0.446729 
265 0.180715 -1.34177 0.667179 
266 -0.577178 -0.0150922 -0.256456 
267 -1.18009 0.765186 -1.02819 
268 1.55095 -1.58073 1.77653 
269 -0.939931 -1.41716 -1.09918 
270 1.20768 0.338582 -0.99126 
271 2.05762 -0.401972 -0.860319 
272 -0.551662 -0.854328 1.13682 
273 -0.519725 1.4817 -0.313437 
274 -1.13372 0.713263 -1.97764 
275 0.924661 -0.398643 -1.34929 
276 -1.04156 0.799459 0.797701 
277 -1.64953 -1.20394 -0.687483 
278 1.26736 -0.964055 3.25641 
279 -1.52302 -0.809927 -0.0695454 
280 -0.958472 1.02284 1.52993 
281 0.762592 -0.792363 -1.73808 
282 -0.432982 -0.827921 1.00759 
283 -0.000874575 1.56458 -1.04253 
284 1.40834 2.22507 0.133037 
285 0.575076 1.5361 -2.06951 
286 -0.513427 2.05553 0.776063 
287 0.842192 0.33983 -2.68218 
288 -1.5561 1.59434 2.05015 
289 -1.16379 0.0923444 -2.44549 
290 0.996349 -0.301114 1.61711 
291 -0.659274 -0.374298 -1.61914 
292 1.75657 -1.61817 -0.361647 
293 -1.08011 -1.10807 0.614532 
294 -0.974086 -0.514383 0.221101 
295 -0.127361 -1.18068 -0.980706 
296 0.00987895 1.65709 0.174164 
297 -0.401784 -0.360544 -0.130317 
298 -0.940933 0.693671 -0.68141 
299 -2.24708 -0.357019 2.06496 
300 1.3895 -0.73708 0.969518 
301 0.897094 -1.23303 -1.71766 
302 -0.31304 -0.258776 -0.0978959 
303 1.82121 0.0543367 -1.95746 
304 0.311841 -0.0471156 1.86975 
305 1.03811 1.32645 0.538514 
306 0.028674 0.318617 -0.707758 
307 2.01724 -1.05355 -0.141541 
308 -0.15873 0.653737 -0.803778 
309 2.24878 2.10635 -0.230701 
310 -0.936014 2.07363 2.48249 
311 -0.087855 -1.87251 -1.51857 
312 3.46853 -0.532928 0.94284 
313 -0.858528 0.660714 0.678864 
314 0.318796 1.18555 1.08105 
315 -1.54461 1.30372 -0.0798499 
316 -0.392949 0.420718 -1.19912 
317 -0.058867 0.116181 0.0830568 
318 -1.49631 3.16769 0.0128687 
319 -0.636267 0.495109 -0.27625 
320 -0.0189279 1.8761 -0.134458 
321 0.506214 0.00234023 0.466636 
322 -0.565162 -0.498598 1.53918 
323 -1.56358 -0.732093 1.22825 
324 -0.259522 -0.339195 1.00497 
325 0.761859 -0.687851 -0.62052 
326 0.0955842 -0.736659 0.265128 
327 -1.71843 -1.59353 0.313197 
328 -0.862431 1.26368 -0.257383 
329 0.332498 -1.38396 -0.901315 
330 1.98841 1.20149 -0.476776 
331 0.0369904 -0.752873 0.175552 
332 -0.382344 1.32002 1.22295 
333 0.697353 0.260143 -0.364405 
334 0.411347 0.340832 -0.605371 
335 -0.541001 -1.43203 0.205709 
336 0.493764 -0.682251 -0.50057 
337 1.85391 0.581677 -1.87054 
338 -1.18932 -0.287104 -1.88588 
339 0.291687 0.0933085 -1.19509 
340 0.236491 -1.50403 -1.22047 
341 0.253558 2.43449 0.311657 
342 -0.241946 0.410944 -0.226387 
343 0.753965 0.481164 0.304523 
344 -1.10912 0.783387 1.44078 
345 1.97118 0.999156 1.05042 
346 0.234673 0.490849 1.10274 
347 -1.31012 -0.199228 0.537919 
348 -0.603235 2.03017 -1.22921 
349 0.208634 -0.720074 -0.634422 
350 -0.203951 0.065519 -0.546135 
351 0.401771 -0.398243 0.000577203 
352 -1.25913 -1.03225 2.63668 
353 0.280335 1.90147 1.74282 
354 1.88797 -0.0857757 -0.793145 
355 2.00012 1.7154 0.683071 
356 0.294456 -1.25817 1.41355 
357 1.12841 0.190961 -0.572447 
358 -0.567803 1.5422 -0.190381 
359 -1.03206 -0.489299 -1.0684 
360 -0.810878 0.82321 0.332508 
361 -1.6533 -1.20441 0.10861 
362 2.07305 1.82268 -0.306766 
363 -0.245196 0.0525543 1.31676 
364 0.233762 -0.541859 -0.66846 
365 0.0198809 0.108157 -0.866034 
366 1.85402 0.656223 1.20354 
367 -0.575539 1.1222 0.345017 
368 0.015855 -0.911328 -0.924824 
369 -1.06599 -1.65404 0.0628177 
370 -0.577749 -2.10716 0.772038 
371 1.0138 -1.20382 -1.31327 
372 -1.06704 -0.193334 0.324684 
373 0.326057 -1.22883 1.56418 
374 0.0670332 -1.939 0.892069 
375 0.820306 1.72607 -1.18141 
376 -0.134703 -0.256455 1.8552 
377 -2.05958 0.944857 -1.84962 
378 -0.883492 0.663434 -0.924702 
379 2.47004 -2.43508 1.28184 
380 1.5104 0.981514 1.4897 
381 -0.318204 0.599801 -0.631041 
382 0.915965 1.1021 -1.66621 
383 0.697102 0.773748 -1.14437 
384 0.93095 0.211521 0.700194 
385 -1.04364 -0.469597 -0.101548 
386 1.94524 -0.2057 -0.923263 
387 1.20544 2.62987 -0.673283 
388 -0.246049 -2.03043 -0.931468 
389 1.10222 0.550334 0.124553 
390 2.18346 -2.37138 -0.60082 
391 0.961393 0.676863 -0.473194 
392 1.45442 -1.12949 0.735425 
393 0.287388 0.679988 2.16925 
394 0.451979 -0.711751 -1.69609 
395 -0.0804857 0.629784 0.55762 
396 -0.296786 -1.76803 0.0798977 
397 1.48194 -2.07737 -1.56566 
398 0.951918 -1.03115 -1.94833 
399 -0.597352 -0.34589 -3.2572 
400 -0.676278 0.377023 0.226512 
401 -0.837712 0.942022 0.675032 
402 -0.181183 1.2496 -0.0955996 
403 0.876399 1.73142 -0.562966 
404 -1.07639 1.21815 -1.3838 
405 1.83772 1.57032 -0.778813 
406 0.321324 -0.564743 0.495643 
407 0.00416922 1.48448 0.124098 
408 1.43083 1.35159 2.27407 
409 0.61427 -1.50511 -2.33004 
410 -0.144634 -1.001 0.962394 
411 -0.588667 -1.31826 0.717699 
412 1.12096 0.287082 -0.271782 
413 0.0579345 -0.420155 0.239841 
414 -2.3009 -0.279998 1.09657 
415 0.31432 -0.291515 0.0523604 
416 -1.79074 -0.0605643 1.40223 
417 1.6675 -1.031 -1.01946 
418 -1.38527 1.81648 0.698998 
419 -0.133218 0.945219 0.573241 
420 1.17487 -0.707884 -1.3682 
421 -0.318585 0.516421 -0.655521 
422 0.353117 -0.310261 0.30851 
423 -0.100052 -0.25333 0.614086 
424 -0.479722 0.838493 -0.67664 
425 -1.10574 0.326788 0.197077 
426 -0.192502 -0.177055 0.40381 
427 -0.201418 -0.323915 -0.699645 
428 -1.96868 -0.323811 -0.017819 
429 -1.02641 -0.101329 -0.790088 
430 0.612813 0.623968 0.818458 
431 0.263243 1.41261 0.351345 
432 -0.755015 0.592742 -0.838358 
433 1.31898 -0.244563 -0.0626089 
434 -2.15612 -0.134822 3.6797 
435 0.964294 0.792441 1.20586 
436 -0.577939 -0.62913 -0.530765 
437 0.893954 0.338888 -0.649218 
438 2.46563 0.118203 -0.439798 
439 1.66468 1.41906 1.03477 
440 0.203735 -0.347939 0.983658 
441 0.688653 0.566323 0.168655 
442 -0.177428 0.217497 -0.961734 
443 1.73934 -0.516411 -0.0469871 
444 1.98241 -0.479896 -0.889043 
445 -1.52634 3.60021 -1.18277 
446 0.420363 0.722893 -1.72841 
447 0.754091 -1.78451 -1.60852 
448 0.74198 -0.652203 0.805577 
449 1.78428 0.321609 -0.354684 
450 -1.69766 -0.883931 0.388511 
451 0.404885 0.833952 0.125516 
452 0.229232 -0.386892 -0.654236 
453 1.2196 0.47714 0.426496 
454 1.74544 -1.45274 0.457219 
455 -1.2165 -1.25604 0.801101 
456 0.881745 -0.239151 -2.42443 
457 -0.524686 1.01532 0.158245 
458 -0.475234 1.74667 -1.37244 
459 1.31045 0.303083 -0.611036 
460 -0.175789 1.84905 1.21943 
461 0.600787 -0.48141 0.543448 
462 0.410959 0.80691 1.0054 
463 0.81477 2.31109 -2.25516 
464 -0.558345 -0.309848 1.09288 
465 -0.941894 2.12636 0.374242 
466 -0.913969 -1.21407 -1.66728 
467 1.61282 -0.390759 0.188204 
468 0.520351 -0.924159 0.41888 
469 0.210756 0.78947 -2.16201 
470 1.1403 -0.329064 0.962498 
471 -0.12231 0.972197 -0.724576 
472 -1.77607 -0.212717 -0.267477 
473 -0.559571 -0.0655974 0.493595 
474 -2.05742 0.570413 -0.535652 
475 -0.253266 2.18622 -2.78372 
476 0.327767 -2.05369 -0.810418 
477 -0.191454 -0.989495 -1.4164 
478 -2.24734 0.850577 0.771366 
479 -0.983642 1.07685 0.923673 
480 0.481522 0.646332 0.326225 
481 0.614411 -0.497063 0.0415578 
482 1.76569 -1.05145 -1.29871 
483 -1.04013 -1.77668 -0.173104 
484 0.266369 -0.39171 -0.972241 
485 2.62089 0.736695 0.326562 
486 -0.800968 -0.907172 -0.681644 
487 -0.407178 -0.751217 0.183 
488 -1.09645 0.939126 3.40621 
489 -2.87057 1.40045 0.117641 
490 0.332567 2.10848 -0.359939 
491 0.487523 -0.637593 -1.80431 
492 0.479852 -0.332514 1.37423 
493 -0.472387 0.904191 -0.145905 
494 -0.5855 -1.03665 -1.61095 
495 -0.461869 2.5029 -1.84509 
496 2.53668 0.0117456 0.926463 
497 2.50023 -1.1302 0.681052 
498 -0.175921 -1.39205 1.17077 
499 0.334591 -1.65115 -0.419409 
500 0.0941809 -0.267546 1.43228 
501 -2.47952 0.694557 1.11622 
502 -0.706368 0.526352 -0.311884 
503 -2.75641 -1.91638 -1.13988 
504 0.479531 -1.08063 1.14793 
505 -0.579345 0.147667 0.913013 
506 -0.582479 0.62819 -0.230505 
507 1.17878 -3.44664 -1.02234 
508 -0.969769 1.46852 -1.99034 
509 1.81667 -0.966059 2.90195 
510 -0.0524479 -0.569334 -1.36747 
511 0.807482 0.596367 0.390399 
512 -1.71601 -1.44936 -0.157814 
513 -0.696026 1.30077 0.314957 
514 2.32417 -2.07645 -1.04252 
515 2.11588 -0.866062 -0.864711 
516 -1.19995 -2.25638 -1.13882 
517 0.0427613 -1.22101 1.0023 
518 -0.754633 -1.6861 -0.381238 
519 -0.222076 0.971494 -0.167464 
520 0.333573 0.436809 -0.964108 
521 0.789761 0.998157 0.563108 
522 -0.0906532 -0.386842 1.11251 
523 -1.84965 -1.40186 -0.633356 
524 1.15901 1.2505 -0.986821 
525 -0.245613 -0.721449 1.59078 
526 0.457734 1.56135 0.540885 
527 -1.33754 -0.0830821 0.400709 
528 0.119515 -1.67341 -1.66062 
529 0.747265 1.27024 -0.802578 
530 -0.368909 1.33544 0.692688 
531 -2.68646 2.40847 -0.586608 
532 -0.339454 0.421479 -0.195575 
533 -0.910735 0.301519 -1.86314 
534 -1.24053 1.13879 -0.171646 
535 -0.154535 0.86358 1.48122 
536 0.815328 -0.443545 -0.327898 
537 -0.577725 0.32586 1.92197 
538 0.720922 0.457055 0.857066 
539 2.01895 -1.03548 1.44669 
540 0.0257358 -0.831405 1.12693 
541 0.302961 1.35835 1.77506 
542 -0.538351 0.69217 0.484034 
543 0.751104 -0.988358 -0.94623 
544 -0.248954 1.13535 -0.89555 
545 0.184698 -1.2039 -2.10385 
546 -0.396832 1.34398 -3.41276 
547 0.433119 -0.387415 -0.794208 
548 -1.55573 0.705786 -1.22598 
549 -0.76024 -0.215904 0.333795 
550 -0.336189 0.933999 0.467809 
551 2.37103 -2.94565 0.43262 
552 0.212301 -0.0823944 -1.55582 
553 0.995837 1.82059 -0.450863 
554 0.503061 -0.136495 1.8801 
555 0.696305 -0.372172 0.559528 
556 0.0680052 0.0254577 -1.29884 
557 -1.07089 -0.234749 -0.780045 
558 -0.125779 -0.604133 0.909824 
559 -0.55103 0.97725 1.12101 
560 0.824893 2.63564 1.43165 
561 1.60206 0.881866 -1.18951 
562 -0.845275 0.89977 0.514915 
563 0.290874 -0.448187 1.03098 
564 -0.646614 -1.00352 -0.556381 
565 1.56262 -0.37442 0.195855 
566 -0.180876 -0.641903 0.624677 
567 1.01487 -1.44548 -1.05704 
568 -0.184133 0.981508 0.197379 
569 -0.674599 -0.250638 -1.39469 
570 -0.756536 -0.397272 -0.756835 
571 0.569553 1.86884 0.206291 
572 -0.640029 0.387998 -0.503007 
573 0.324957 -0.257109 1.0461 
574 -0.966344 -0.785519 -0.766714 
575 1.4248 -1.16514 1.80253 
576 0.107624 -0.533428 -0.784646 
577 -0.228798 0.356262 -0.437678 
578 -0.0311098 -0.558998 -0.158526 
579 -1.15962 0.421842 -1.70853 
580 -0.416367 -0.639924 -1.38568 
581 -1.94278 0.857433 -0.336287 
582 -1.24098 -2.88287 -0.166092 
583 -2.21605 -0.174917 0.404041 
584 -2.25781 -0.010621 0.47435 
585 0.26076 -0.154879 0.289266 
586 1.41664 0.42455 -1.21265 
587 -1.23236 2.18849 -1.11516 
588 -0.409546 -0.612002 1.66689 
589 0.694299 -1.26219 1.24525 
590 -2.27561 0.202718 1.48516 
591 -1.31966 -0.684332 0.157088 
592 -0.341127 1.73318 0.965702 
593 0.617248 -1.22146 -0.399733 
594 -1.90837 0.105011 0.564765 
595 -0.451887 1.68794 -0.959793 
596 -0.316989 -0.733827 -0.252468 
597 0.62871 -1.17668 1.89844 
598 -0.828994 -0.661633 -1.93447 
599 0.864558 -1.33507 -1.00119 
600 -1.22266 1.52311 1.10047 
601 -0.0913647 -0.889583 0.681486 
602 0.139899 -0.48128 -0.0367922 
603 -1.84007 -0.152831 -0.696086 
604 -0.274665 -0.531262 -0.269569 
605 -0.948185 -0.33974 0.290568 
606 -1.13814 -1.03615 0.930545 
607 0.974354 -0.497634 1.6491 
608 2.27361 1.35817 0.247388 
609 0.317701 -1.91541 1.84193 
610 -0.513152 1.8477 -0.682646 
611 -1.01404 0.241899 2.07536 
612 -0.711235 -0.784117 0.657161 
613 -0.406557 0.93791 0.2784 
614 -0.359721 2.34618 2.88229 
615 -0.910917 0.28585 0.0354536 
616 -0.237604 0.136292 -0.819436 
617 -0.907552 -1.75026 -0.0670475 
618 -0.248948 -1.95416 1.63413 
619 1.03486 1.4883 1.06676 
620 0.248485 -0.263117 -0.116915 
621 -0.927541 -1.93978 0.495196 
622 -0.320487 0.860796 -0.38674 
623 -0.816966 1.08681 0.784939 
624 0.241106 1.2051 -0.529758 
625 -0.57251 -0.553101 0.635115 
626 -0.654647 -0.433603 -0.431638 
627 0.924694 -0.618731 -0.212495 
628 -0.387618 -0.971994 0.792948 
629 1.28235 -1.15431 0.461015 
630 -2.29456 0.640412 -0.0674485 
631 -0.756436 0.814494 -0.497046 
632 -0.427361 -0.604193 -1.51328 
633 0.594822 0.35009 -1.09229 
634 0.208194 -1.45985 -0.388719 
635 1.48279 2.32549 -0.843463 
636 0.990864 0.153144 -0.597653 
637 -1.28755 -1.19989 -0.132596 
638 0.0599587 0.53973 0.609001 
639 -0.466852 0.942387 -0.213417 
640 1.05013 1.15321 1.32759 
641 0.0453453 -1.34446 0.263696 
642 0.937038 -1.82615 0.510268 
643 -1.48665 -0.75848 -0.519068 
644 1.30271 -0.711415 0.679016 
645 0.118583 1.43874 0.175368 
646 1.14169 -1.0282 -0.75348 
647 -0.166867 0.642915 0.447562 
648 -0.30593 1.07315 -0.718591 
649 -1.46487 -0.403308 -0.639566 
650 1.29464 0.879981 -1.63431 
651 -1.29614 -0.0435033 0.719169 
652 -0.744397 -1.1487 0.676942 
653 0.808796 0.112739 0.468881 
654 -0.71579 -0.415402 -0.916977 
655 -1.41483 0.0329114 0.967081 
656 -0.205977 -1.47706 0.296666 
657 0.962799 1.59992 -0.0470031 
658 -0.967592 0.249429 -0.352725 
659 0.575244 -0.433189 -0.166034 
660 0.188236 -0.245762 1.25483 
661 0.234916 0.852639 0.170664 
662 0.835655 -0.276542 -1.74127 
663 -2.56541 -0.798846 2.08464 
664 0.257521 -0.628834 1.49181 
665 -2.46571 0.00864689 -1.671 
666 0.0856327 -0.211408 -1.00156 
667 0.49348 -0.356664 -1.15421 
668 0.313885 -1.29014 1.11948 
669 -0.220616 -1.03209 -0.628005 
670 0.929626 0.146407 1.59319 
671 -0.796649 -1.70242 1.44526 
672 -0.889392 1.23981 -1.83927 
673 0.241266 1.74404 -0.121517 
674 -0.0608253 -1.69059 1.55734 
675 0.212437 -1.55349 0.402775 
676 1.52766 0.289733 -0.841006 
677 -3.64783 1.70427 -1.14127 
678 0.062517 -0.300547 0.77003 
679 1.37764 0.388479 0.439235 
680 0.690077 -0.704606 0.557961 
681 0.552739 -0.229968 -1.94332 
682 -0.403238 -0.0243897 0.421325 
683 0.353968 0.322291 1.36757 
684 -1.53851 0.768008 -0.182243 
685 0.312897 2.2627 -1.23239 
686 -0.180907 -1.06794 -0.643506 
687 -0.363222 0.981709 1.65827 
688 1.43716 2.17667 -2.93425 
689 -1.82218 1.56521 -1.66485 
690 0.250923 1.43022 0.190719 
